Frequency (Hz),Trace 1 (dB),Phase (deg),Trace 2 (dB),Phase (deg)
0,-74.11301473858668,0,-48.62241322232504,0
244.140625,-74.3794261123025,178.7831899320254,-48.93017970958626,0.0177112489975155
488.28125,-77.62268019863437,179.3607231344309,-52.42048881095336,0.06825593608320753
732.421875,-85.42829121356549,2.868987121158054,-62.78449919716213,0.3149390463910554
976.5625,-88.56151141423697,18.68068754091212,-77.77848969321717,176.7810556354115
1220.703125,-88.6794026046836,1.961611196392472,-74.83689481290462,137.1195079836183
1464.84375,-88.80946563102907,154.8827139172033,-68.68956482270262,66.45425300222884
1708.984375,-89.00999695966235,158.3628521851155,-64.41491264162474,40.14764929759365
1953.125,-89.35400222663917,164.8214646341967,-61.93184941408543,32.27865333224563
2197.265625,-89.75597244410687,2.793864889736703,-58.9765118462352,29.94902657487853
2441.40625,-90.06362246017824,60.99691412599619,-55.61136557571604,33.14722039769111
2685.546875,-90.30690979117935,79.79477318997554,-52.69809677521451,32.25698684917623
2929.6875,-90.48940699803039,42.94111801027204,-50.70516442050929,22.24849993936172
3173.828125,-90.64067673047965,140.6211336820141,-49.50591546754598,14.14123084148856
3417.96875,-90.70512448390826,173.2860299748654,-48.1866837560453,169.2376623915712
3662.109375,-90.76444815081447,38.60370742191184,-46.3505055572669,94.35953310455399
3906.25,-90.8414501281424,58.22316944779908,-45.87855314888465,43.17087049604777
4150.390625,-90.94266121681314,60.21872289867145,-46.09766821134079,159.1323960295774
4394.53125,-91.01884207479975,58.40652472753588,-47.29409037670032,122.1735532465818
4638.671875,-90.98691694709967,58.73971960732971,-49.58688908543907,119.9090739714639
4882.8125,-90.97050067657824,58.26198592095517,-50.21477282897187,129.4613535067484
5126.953125,-91.02157314260511,56.44887699439743,-50.1004296737832,156.8157297411934
5371.09375,-91.09529686395371,38.37357588680685,-47.83314403695905,171.420766419545
5615.234375,-91.17070667961883,136.3044187392118,-43.40941920427998,170.7858302879867
5859.375,-91.23148015987877,125.1637899308018,-42.01896607010835,165.6963685959934
6103.515625,-91.19779071537445,133.5625116907736,-41.97482085256492,159.2053739089918
6347.65625,-91.14666208608654,139.9669086401217,-42.92509421550768,152.4000875890201
6591.796875,-91.12759759718274,146.0329282922086,-46.89256729942926,143.4381729526986
6835.9375,-91.1241573494553,155.8673908346704,-49.49069564273555,179.1334468060942
7080.078125,-91.1246332621817,160.3960192538703,-49.45370470129649,39.33316769746094
7324.21875,-91.16303429698299,151.3559112556992,-47.9395262981193,71.37588648732553
7568.359375,-91.19758348162563,123.0296849776929,-43.51776643510473,100.3603870612802
7812.5,-91.25481673195853,88.00298617587674,-41.55195639491934,117.1911639395401
8056.640625,-91.31471536408343,78.08275630895709,-41.42434943564582,137.2714682971432
8300.78125,-91.33549819793367,71.4197096596945,-41.94805544109924,150.4531910731134
8544.921875,-91.3760072959637,77.62027074041832,-45.0649895954908,173.9448950034744
8789.0625,-91.3932810405897,114.6218318598324,-47.62404252834418,28.49329906010358
9033.203125,-91.41593687515994,137.3009325279998,-47.6780356865563,41.11583384795092
9277.34375,-91.4648277897312,144.0955546306171,-47.4681808038659,38.0995468375369
9521.484375,-91.49630741801083,152.8054165068696,-46.50666592235831,22.00169143552556
9765.625,-91.51558971049673,52.77501235249627,-45.48214109339458,175.1819094516109
10009.765625,-91.56961681666887,114.5419880300109,-45.20228314778276,6.780191937769993
10253.90625,-91.54054557550991,154.3053570156964,-45.17275289113705,35.68871534786039
10498.046875,-91.45810781874694,165.9217806517848,-45.85864779702032,43.7446834591892
10742.1875,-91.44738003492223,159.3758282430948,-46.35020354804209,48.55058325113573
10986.328125,-91.4494573482561,134.7189949878907,-46.30019000870121,45.38887284215544
11230.46875,-91.42963157598062,117.0901129969392,-46.17209194811446,23.7153538682254
11474.609375,-91.43186372334164,111.6940517276702,-45.98740863906787,5.838479406814217
11718.75,-91.45233199936725,104.6339296626585,-45.74977017674228,172.1126808139088
11962.890625,-91.40317083876764,103.1991713895574,-45.54624489246618,154.4844864878721
12207.03125,-91.36843199898065,115.769514631401,-45.39454097341586,138.1487140707209
12451.171875,-91.36619436612206,119.7960158974031,-45.33572354765991,119.37223952825
12695.3125,-91.37093112582804,92.92068640876653,-45.25940046623619,88.59325657856525
12939.453125,-91.40245723433102,58.55829625386719,-45.10073957243386,21.76463636994442
13183.59375,-91.45906162999525,39.74577976096143,-44.94373252390081,175.6450573760576
13427.734375,-91.50075480252617,48.02374196596766,-44.80214777187107,5.83320327856294
13671.875,-91.47871472376231,64.94783913686003,-44.66636178920618,19.79925298470925
13916.015625,-91.47620740042221,75.87389219386388,-44.51457624227868,34.13400012473805
14160.15625,-91.55864735328549,76.23179284088806,-44.39251053560522,49.60340984637408
14404.296875,-91.58393001818922,50.52881322280376,-44.31505376905361,51.74230564175112
14648.4375,-91.55159362769921,20.40161291047108,-44.25428825678733,49.31812186499196
14892.578125,-91.48862252047772,6.6415578153446,-44.14132288648702,52.22921372635264
15136.71875,-91.43015691793899,154.6648872618444,-43.99232340480716,57.10045343892929
15380.859375,-91.43415382022434,34.18980316288506,-43.79402432450755,61.30392204442867
15625,-91.49116033791051,179.1293544279924,-43.59801356461683,52.57088663730065
15869.140625,-91.52321993170051,165.5503593814337,-43.42687247763429,10.29526527436635
16113.28125,-91.5086437644768,151.1222511652904,-43.28794808704533,171.1794607660438
16357.421875,-91.50575969612547,133.9336398789351,-43.20248782647666,179.7398910197855
16601.5625,-91.56120236877639,125.4262579127925,-43.17086609647046,18.28409343627597
16845.703125,-91.6094814818664,126.0735381494643,-43.13600735620052,23.65892677387906
17089.84375,-91.64595283062502,127.4260496957707,-43.05340403984172,19.57533528649385
