Frequency (Hz),Trace 1 (dB),Phase (deg),Trace 2 (dB),Phase (deg)
0,-68.30081323876529,0,-48.40404038273946,0
73.5363328313253,-68.59990919962283,179.3695680570434,-48.70912987798945,179.936321295953
147.0726656626506,-72.03949158312463,177.8977538929242,-52.16133459047121,178.012214179448
220.6089984939759,-81.84376721198062,176.5461294163708,-62.22878805785246,174.8072968678613
294.1453313253012,-90.26409517927078,53.87917459019904,-74.96754404698412,16.09518897316907
367.6816641566265,-90.6702957125938,104.8826521596645,-75.77582123795949,14.16004924214661
441.2179969879518,-90.82716847532481,76.35586224463125,-75.76349541711686,25.25412784477513
514.754329819277,-90.96582259762923,34.08274173729849,-75.82253874828008,37.46017349853727
588.2906626506024,-91.06374186682748,5.953101710327731,-76.07439627698565,53.20469804917929
661.8269954819277,-91.12228118092082,173.9766442296426,-76.19766163095578,73.57023262641947
735.363328313253,-91.10364039920631,171.53421545573,-76.04430857215904,95.76663024257908
808.8996611445782,-91.05776560999178,175.4152330547971,-75.89647588433255,115.6606335558623
882.4359939759036,-91.05783215109653,179.324120942148,-75.81197406491528,132.5489820991702
955.9723268072289,-91.02835194645616,177.2324348969086,-75.87820863061525,145.8028568265616
1029.508659638554,-90.98504958792174,156.0682422351631,-75.96723389921068,146.4181554502087
1103.044992469879,-90.98064392496093,22.07654025799732,-75.99484019635233,132.8625875700664
1176.581325301205,-91.01510538994356,27.12602313746158,-75.9935554466098,121.8456317288128
1250.11765813253,-91.03414860573162,37.55903011633902,-75.80988149182036,118.5037375504537
1323.653990963855,-91.06104337886249,40.64656777244371,-75.4499408890799,109.3787528708573
1397.190323795181,-91.06204767726845,36.77704824403072,-75.07320089768105,81.71802170049594
1470.726656626506,-91.10682006066156,37.19997663308023,-74.73923878562319,69.39351624864196
1544.262989457831,-91.18464313217763,24.36671157704131,-74.38051577340082,117.2670343135292
1617.799322289156,-91.2179409283014,166.47633579641,-73.96809213148406,128.4260890482158
1691.335655120482,-91.25753867678638,178.939104298341,-73.37749844768558,141.6310053056873
1764.871987951807,-91.28395396977497,0.4033344137804254,-72.23063646986459,125.8959101043659
1838.408320783132,-91.30686261529719,25.37905399108669,-67.91140489803149,29.5300643853946
1911.944653614458,-91.32537944793813,53.73270455874948,-64.30908955811384,19.527999879111
1985.480986445783,-91.4060355689453,143.5581375379357,-63.62596372575268,16.4363544042045
2059.017319277108,-91.52183897789558,12.89559612763838,-63.48228235436132,17.4212702667206
2132.553652108434,-91.58053851923968,27.45661896693447,-64.82615331182433,24.12680822179094
2206.089984939759,-91.61045974487274,3.589482653762198,-66.63534292862163,31.10482176546827
2279.626317771084,-91.62486319689117,11.17426816192789,-65.89304700211092,40.4043891018358
2353.162650602409,-91.6404682204448,17.31667419392831,-64.88576186950668,108.916389900237
2426.698983433735,-91.69484377770169,25.02046758543891,-64.01998801535765,18.65064063320963
2500.23531626506,-91.76406840212978,29.71692495689055,-63.09143940858323,27.87891020327615
2573.771649096385,-91.74739682321784,51.01705283193014,-62.1752903544599,13.64012301408049
2647.307981927711,-91.72425016096943,131.222723335811,-61.02473410069586,179.7174283043365
2720.844314759036,-91.76679062760545,118.5278363405253,-59.71436887448736,172.8882489529286
2794.380647590361,-91.82261046273894,93.12725646529687,-58.66611127398965,174.2223918496545
2867.916980421687,-91.86821925880587,68.47856900248654,-57.55289333641969,176.5697952618965
2941.453313253012,-91.90871463725728,63.5064379646197,-56.8148790939217,1.198669027153175
3014.989646084337,-91.96643770137482,50.80351451045793,-56.18576362183138,20.34503140611132
3088.525978915663,-91.97904957035888,35.49038987215111,-55.23769347530865,40.85576986601851
3162.062311746988,-91.9871773389397,32.96842470417049,-54.7051817827407,68.86323049046408
3235.598644578313,-91.98536147469287,5.347909718767935,-54.29763368236752,74.43286788657727
3309.134977409638,-91.99553177750482,140.4257545151154,-53.93318519616612,63.13873141205993
3382.671310240964,-91.98900258871815,60.77254430157673,-53.86402975167678,44.73201139145266
3456.207643072289,-91.96066043646455,179.280401602636,-53.76828836582572,38.66045236103463
3529.743975903614,-91.97539303872804,7.366745139388008,-53.62622440822571,42.18248813198625
3603.280308734939,-92.03399769671229,16.24096965329285,-53.62104031461225,41.45699285585727
3676.816641566265,-92.0734874628244,10.64317845630568,-53.57150730766519,58.62406710391383
3750.35297439759,-92.11276915710469,1.772290404622827,-53.28847767751817,54.63649304969505
3823.889307228916,-92.16556892825912,176.0142322819263,-50.31824050588181,10.05543476373922
3897.425640060241,-92.18807816151028,153.3924536070953,-46.26881721851393,163.4196629938295
3970.961972891566,-92.2085634087764,152.908035490676,-45.29384649294744,155.041544626702
4044.498305722891,-92.25103517886606,170.3688220448069,-45.23248782732064,152.4816451203992
4118.034638554216,-92.24601228635177,173.6828865968152,-46.62503671282299,157.2021015467725
4191.570971385542,-92.19251497275795,3.475585764990229,-51.08663839980578,171.5949726388401
4265.107304216867,-92.13161139276383,19.44839162940649,-53.58346181697471,2.001999543348157
4338.643637048192,-92.1142124545342,30.37834918831604,-54.23732404619719,4.650792438268978
4412.179969879518,-92.12900539949936,39.45513767712222,-54.61327519723577,1.541941518102323
4485.716302710843,-92.14135700392342,71.91868254034685,-54.56886575909247,4.98515518024081
4559.252635542169,-92.17272555354867,91.50957338318602,-54.58784937099434,25.65079220448154
4632.788968373494,-92.19412139777553,81.08797307084343,-54.58808976892453,50.02259588652954
4706.325301204819,-92.17262956908746,66.09475395025169,-54.49526748209792,71.84645086313287
4779.861634036144,-92.10148345082911,57.78761850161183,-54.50695084923418,97.95859385822405
4853.397966867469,-92.03261275453926,38.80186203063445,-54.32458813694857,121.4882980715616
4926.934299698795,-92.04895635747901,25.99075696240885,-54.10376342657904,131.4473194752708
5000.47063253012,-92.09480075652236,61.07935851113343,-54.01186374260539,151.0086614843567
5074.006965361446,-92.14305423797718,89.41874072312933,-53.66732171388663,41.74945204826396
5147.543298192771,-92.18542839931243,95.89039589440601,-53.69008064910463,84.92340738513784
5221.079631024096,-92.24365222477842,98.93127092197115,-53.94399256351161,79.05423689137264
5294.615963855422,-92.26289538879516,101.7870783458681,-54.07377734886448,45.60334464257645
5368.152296686747,-92.25772443341191,91.74370412233455,-54.39896404899378,32.44941302638644
5441.688629518072,-92.21535292406469,73.01386330754542,-54.39366774721324,32.74977637891182
5515.224962349397,-92.18893190511116,68.29090034388788,-54.13071832266358,30.30340741811466
